,taz,TAZ_X,TAZ_Y
2958,300454,-121.98891,37.56372583
3201,300686,-121.8709804,37.67147464
4880,700043,-122.6808352,38.32711533
1861,200548,-121.8294973,37.34252639
823,100082,-122.4585517,37.64130019
3075,300569,-122.2503093,37.84658649
5399,800120,-122.5643941,37.97372445
868,100121,-122.1348806,37.47028695
3732,400050,-122.13643,38.01143432
3820,400124,-122.0978964,37.99380695
3171,300661,-122.1817319,37.78168142
2159,200835,-121.8255537,37.26021455
4063,400327,-121.8178718,38.00126926
1617,200325,-121.9908448,37.35091151
1438,200181,-121.8316444,37.37394176
5454,800168,-122.543649,38.00436989
3928,400220,-121.9574021,38.02926775
4471,500059,-122.0019794,38.25002208
5401,800122,-122.5220849,37.94454593
1178,100419,-122.5019412,37.59205901
2199,200870,-121.875662,37.34761633
2439,201092,-121.8947224,37.33696419
1799,200490,-121.9094256,37.23755837
3024,300519,-122.2496898,37.76754905
5059,700206,-122.8299261,38.40264065
4628,500212,-122.0108828,38.24645051
2281,200955,-121.9334541,37.24494831
2595,300133,-122.1900896,37.7743819
113,106,-122.4703449,37.72639752
4974,700131,-122.6490821,38.2295164
4604,500193,-121.9694611,38.34425418
3724,400042,-121.926212,38.01593123
886,100138,-122.2542463,37.49564766
3368,300842,-121.9711409,37.53728096
1815,200507,-122.076868,37.38688246
3406,300882,-122.1276769,37.68758581
2954,300450,-122.134262,37.68284475
500,438,-122.4423298,37.79336802
1708,200406,-121.8840245,37.29924131
1819,200511,-122.0884746,37.3973948
4968,700125,-122.7086299,38.45537613
1030,100273,-122.466525,37.65491347
478,419,-122.3887881,37.78469879
4067,400331,-121.8297241,37.99469234
1758,200456,-121.9028532,37.29740184
950,100197,-122.4831949,37.69850054
5258,700387,-122.7626279,38.43578715
853,100109,-122.4881168,37.67809626
4858,700022,-122.6677988,38.42960296
4401,400631,-122.3255412,37.9526539
1885,200571,-121.8153471,37.30657088
3100,300593,-121.9832895,37.52280319
2073,200754,-121.8632614,37.41105887
2483,300035,-121.9056679,37.67633944
3208,300691,-122.2707915,37.8090936
3600,301065,-122.2907636,37.85729953
3425,300901,-122.0641475,37.70157839
1079,100319,-122.2101517,37.47385599
2233,200904,-121.8988353,37.34739827
3534,301006,-122.2238911,37.80481051
3434,300909,-122.0829621,37.65971735
1142,100380,-122.393997,37.59721736
936,100186,-122.3098186,37.57038997
3725,400043,-122.3457959,37.97977818
2390,201050,-121.8803963,37.26010435
5501,800208,-122.5296897,37.93135107
3159,300651,-122.2644525,37.9010258
3465,300937,-122.287272,37.87453119
3975,400261,-122.2562673,38.00619712
91,86,-122.4125162,37.76225758
834,100093,-122.3196493,37.56401856
3273,300752,-122.2821192,37.77144445
2548,300095,-122.2474183,37.83014906
5487,800199,-122.5259906,37.99309723
1912,200599,-121.9791866,37.31209598
3937,400228,-122.0543343,37.94821883
1722,200422,-122.0517124,37.3745694
4882,700045,-122.7577614,38.47031952
1075,100314,-122.1976389,37.42775945
1955,200632,-121.8197607,37.23413872
2592,300130,-122.1126228,37.69003416
2314,200990,-121.9377599,37.33508508
4463,500051,-121.9778597,38.33437921
3190,300676,-122.0032404,37.5363481
5502,800209,-122.5439091,37.90117301
2406,201063,-122.0213872,37.29715874
828,100087,-122.3058689,37.51612344
5072,700216,-122.6908424,38.32761556
4135,400396,-122.0023638,37.9803718
2528,300076,-122.1555869,37.73570917
567,498,-122.482423,37.75093797
458,401,-122.3964298,37.79618131
2749,300264,-122.0866791,37.70850937
3781,400088,-122.2934154,37.91120261
4117,400378,-122.3439962,37.95298682
4406,400637,-122.323513,37.93430157
5038,700190,-122.7032065,38.4457848
3040,300538,-122.090113,37.64488733
4993,700150,-122.6966605,38.34550354
2955,300451,-122.1318404,37.67966179
1754,200452,-121.8986905,37.30028947
1836,200528,-122.0377086,37.37337049
4145,400404,-122.3575957,37.94850113
3683,400008,-122.1324396,38.01300686
4061,400325,-122.3301566,37.95144852
4189,400447,-121.9757661,37.97294837
2056,200737,-121.8557906,37.26342119
2349,201020,-122.0105141,37.31331159
1774,200471,-122.0202819,37.38812484
3340,300815,-122.2296384,37.75647745
2247,200919,-121.8861611,37.33312409
2836,300351,-122.2478336,37.86363658
3299,300776,-122.0191459,37.54746734
5451,800165,-122.5345813,37.97343021
1756,200454,-121.892401,37.30387814
1149,100386,-122.2316905,37.47322249
1447,200190,-121.8509988,37.40673512
3001,300495,-122.0873573,37.67145814
3792,400098,-122.3189198,37.92160404
5122,700256,-122.6379614,38.22496683
1455,200198,-121.8845365,37.43099627
1497,200234,-121.9579381,37.40102778
2953,300449,-122.1092808,37.65673439
2815,300331,-122.2799551,37.80427007
1873,200561,-122.0825189,37.40487025
1386,200137,-121.8242439,37.34106559
4103,400367,-122.02238,37.97904608
1172,100410,-122.4763201,37.68851706
4992,700149,-122.6962464,38.34919651
166,154,-122.4179397,37.73362151
4258,400504,-122.0145625,37.94223333
1966,200641,-121.9680949,37.30659511
4571,500163,-122.2599884,38.1496935
3436,300912,-122.0445614,37.57490479
2605,300143,-122.0363555,37.57824633
44,40,-122.4333055,37.73936147
1164,100398,-122.2225892,37.46083461
4126,400387,-121.8760977,38.02279106
1630,200337,-122.0172986,37.29771884
1177,100418,-122.4995126,37.59542365
898,100148,-122.1492562,37.4681021
940,100190,-122.2658782,37.5426725
1810,200501,-121.9106776,37.30852892
2093,200774,-122.0172689,37.34936268
1780,200477,-122.0090655,37.36843257
3471,300943,-122.2236763,37.83361424
2635,300170,-122.2651376,37.83254084
2995,300488,-122.0216685,37.54176081
1449,200192,-121.927246,37.32159502
785,100040,-122.337701,37.5744545
4269,400513,-122.2706147,38.03518665
1874,200562,-122.0770801,37.40114216
5260,800002,-122.4927169,37.89512905
4789,600071,-122.3103299,38.30193186
3102,300595,-121.9217331,37.53010456
709,629,-122.3826849,37.7255186
1290,200054,-121.9276564,37.29241218
1491,200228,-121.829551,37.33204996
2198,200869,-121.8939818,37.34735498
1143,100381,-122.4006653,37.60222569
1631,200338,-121.8202776,37.3627974
112,105,-122.4660229,37.72402347
3396,300870,-122.0877771,37.62705828
1434,200177,-121.8899558,37.34883516
3128,300620,-122.2391589,37.80474698
1366,200120,-121.9624147,37.41714253
3515,300986,-122.0159876,37.55883809
4634,500217,-122.0475682,38.26909304
706,626,-122.3988834,37.72673614
3599,301064,-122.2985848,37.86389325
1207,100445,-122.2340138,37.47744601
917,100167,-122.4349049,37.70629709
5222,700352,-122.7316166,38.46734086
2746,300261,-122.0616406,37.7072002
813,100070,-122.3207323,37.5710144
2877,300387,-122.156112,37.75057983
3401,300877,-122.2488826,37.85957245
3892,400188,-122.3174839,37.92557701
1038,100280,-122.1572882,37.47343102
2577,300120,-122.2568785,37.83375993
2154,200831,-121.9258423,37.30138316
3672,301131,-121.9471783,37.51904781
48,44,-122.3775898,37.73028444
1014,100257,-122.4753759,37.68451389
4342,400575,-122.2972843,37.91395079
2633,300168,-122.226074,37.81112749
5459,800173,-122.5355614,37.96871133
899,100149,-122.1519023,37.4715829
2255,200929,-121.9910212,37.39730531
1866,200555,-121.9701575,37.31967785
2534,300080,-122.1413255,37.67373214
812,100069,-122.3236207,37.57373254
2812,300328,-122.1070638,37.67931972
1688,200387,-122.0165281,37.30585148
5278,800019,-122.5504568,37.90288077
2275,200948,-121.9458889,37.33232979
3574,301044,-122.2817808,37.89571847
1707,200405,-121.8892316,37.29704012
1472,200212,-121.9014065,37.25220417
1482,200221,-121.8792028,37.25215996
1957,200634,-121.9802368,37.28853587
3328,300802,-122.1899712,37.78735506
937,100187,-122.3047529,37.56452104
3728,400046,-121.9235146,38.02147099
1730,200429,-121.952979,37.27794708
4445,500033,-121.9646322,38.35378603
4642,500227,-122.0475542,38.26187626
4640,500225,-122.031825,38.25475722
2479,300031,-122.0940127,37.71347641
703,623,-122.3840236,37.73552412
2178,200851,-121.821679,37.30239421
1034,100276,-122.3282725,37.5459668
833,100092,-122.3253785,37.56609137
3393,300866,-122.1891746,37.7557268
3167,300658,-122.1546022,37.69500406
3495,300964,-122.1188741,37.68000745
1318,200079,-121.8118325,37.25770181
4077,400340,-122.0414417,37.99339054
3760,400071,-122.315284,37.92946365
4616,500201,-122.0117351,38.26651072
5277,800018,-122.5379284,37.90113247
1230,200004,-121.9746624,37.30521475
3953,400239,-122.0388777,37.94793745
3246,300728,-122.0350807,37.53649589
2259,200934,-121.991618,37.36867043
2375,201040,-121.9453134,37.34769351
3445,300919,-122.0877235,37.66067035
3761,400072,-122.3163909,37.93345252
3329,300803,-122.1826065,37.79059315
4970,700127,-122.696966,38.45462591
2346,201017,-121.9993423,37.36428848
5301,800041,-122.5744343,37.98835275
3956,400242,-122.0549294,37.92024997
1313,200074,-121.6627208,37.12887891
4553,500145,-122.2342071,38.10254765
3271,300750,-122.2380193,37.85484051
1829,200521,-122.0062207,37.37087911
4177,400435,-122.3720874,37.93366261
3390,300863,-122.0858781,37.70415156
2350,201021,-122.1089833,37.39081997
3428,300904,-122.0257031,37.60187253
4335,400568,-122.2468064,38.0009589
4199,400456,-122.068865,37.93141001
4535,500125,-122.2096171,38.10460305
1294,200057,-121.8920381,37.37421043
106,101,-122.4714899,37.738241
4035,400303,-121.8168202,38.00719592
1426,200167,-121.8438894,37.35613183
3829,400133,-122.0590521,37.90161601
4556,500148,-122.2380577,38.11132871
1361,200115,-121.8369506,37.27618543
4859,700023,-122.6721027,38.4275239
3692,400017,-122.0443007,37.96503606
3145,300637,-122.0319258,37.61849488
1124,100361,-122.2441263,37.48986386
2162,200837,-121.8445469,37.2736603
2402,201059,-122.1209851,37.41827595
2744,300259,-122.079589,37.71215351
1986,200663,-121.906237,37.3080942
2451,300008,-122.2696588,37.86930659
2671,300200,-122.1363095,37.67481469
1862,200550,-121.9613298,37.32004286
4519,500110,-121.9897399,38.33542654
2308,200984,-121.8655931,37.272206
2778,300293,-122.065735,37.6906089
3962,400248,-121.8275248,38.00287604
1759,200457,-121.9182216,37.29245561
1595,200307,-121.8982132,37.34256581
4765,600050,-122.3037507,38.28489594
2908,300415,-122.0622793,37.62924598
222,207,-122.4972829,37.74770993
2020,200698,-121.8091992,37.35190456
3535,301007,-122.222589,37.79537367
879,100132,-122.3394258,37.58066449
3957,400243,-122.0629728,37.91430525
730,644,-122.4461929,37.73897696
2187,200858,-121.9146638,37.32951283
2399,201057,-122.1230938,37.44265226
1845,200534,-121.7973488,37.23342064
1680,200380,-121.9819778,37.36347035
4212,400468,-122.0384838,37.96279824
3755,400067,-122.3257664,37.92369202
2285,200959,-122.1498783,37.43842329
1338,200098,-121.8159675,37.26122714
2960,300456,-121.9712666,37.56354673
1703,200402,-121.9266749,37.28881371
1097,100336,-122.2630614,37.5054721
3442,300917,-122.144643,37.73267084
1498,200235,-121.9533586,37.40456376
1529,200257,-121.8834563,37.35899926
5312,800049,-122.484096,37.8513559
1683,200383,-121.9621714,37.35553758
5189,700316,-122.6907627,38.34167724
4458,500046,-121.9563738,38.35471961
1923,200607,-122.0662448,37.40507094
3839,400141,-122.0479199,37.95287977
1575,200293,-122.1284572,37.41851481
3783,400090,-122.2915906,37.90730941
5387,800107,-122.5237365,37.97700908
4567,500159,-122.2664126,38.1228214
698,618,-122.3920407,37.74171111
768,100024,-122.4243698,37.62209868
2155,200832,-121.9644781,37.28418641
1723,200423,-122.0163616,37.39261868
2659,300188,-122.197186,37.75527459
3579,301047,-122.2959655,37.87156241
1789,200482,-121.9723466,37.2840828
2000,200677,-121.947786,37.23903186
4134,400395,-121.9959816,37.98209205
933,100183,-122.2656201,37.55749359
5274,800015,-122.5416361,37.9074168
4234,400486,-122.3099198,37.90959429
2131,200810,-121.8767687,37.32612612
3432,300907,-122.0751309,37.65233367
911,100164,-122.3496708,37.57501025
1787,200480,-121.9279527,37.34346187
2397,201055,-122.1199569,37.44033482
4203,400459,-122.3451767,37.92756044
4270,400514,-122.2646629,38.03652117
1201,100440,-122.1490658,37.45968499
3810,400115,-121.7016297,37.93098297
3374,300848,-122.1155641,37.69377486
4978,700135,-122.6358538,38.24205049
1879,200566,-121.7909687,37.34142174
1750,200448,-121.8462444,37.34712515
892,100143,-122.1588606,37.4564541
4964,700121,-122.6353952,38.26334473
1343,200103,-121.8879248,37.32736514
905,100155,-122.3088486,37.54119481
335,301,-122.4461441,37.75097803
1249,200020,-122.0031686,37.3566201
4483,500071,-122.2249366,38.09181517
1699,200398,-121.8531394,37.35831773
5003,700162,-122.6886859,38.35882294
4347,400579,-122.2761491,37.95715596
180,168,-122.4897163,37.73193007
3508,300979,-122.1582148,37.6883961
1706,200404,-121.8947054,37.29464841
5324,800056,-122.5840185,38.10614431
4366,400597,-122.3222414,37.95710824
4898,700056,-122.6845058,38.44429493
3520,300991,-122.0900253,37.68056999
1761,200459,-122.0925744,37.37088219
2975,300471,-122.2359316,37.76778129
2249,200921,-121.9192671,37.33378659
4358,400589,-122.0070501,37.98998105
1120,100355,-122.2416575,37.47954633
2805,300321,-122.1596178,37.69396999
951,100198,-122.2718945,37.55317067
4909,700068,-122.7953589,38.55596733
4139,400398,-121.9444104,37.73093389
5452,800166,-122.564017,38.00767723
2124,200804,-121.8686494,37.38432277
397,353,-122.4006635,37.80157819
1432,200173,-121.9099027,37.31313261
2750,300265,-122.071142,37.66535113
2089,200769,-122.0623829,37.37192567
3283,300761,-122.2073514,37.7998603
2575,300118,-122.2631987,37.84887084
1043,100284,-122.1868578,37.45217296
909,100162,-122.3506015,37.57937664
1443,200186,-121.8276657,37.35971403
4427,500012,-122.0364835,38.28456898
4951,700107,-122.6050389,38.23989972
2184,200855,-121.9266755,37.32788994
2952,300448,-122.1272011,37.66879321
4603,500192,-122.2283661,38.08713072
5184,700311,-122.692565,38.35457292
1724,200424,-122.0212521,37.39368992
955,100201,-122.4436524,37.70473162
3354,300828,-122.0348198,37.61496942
2859,300371,-122.0995199,37.67708081
1891,200576,-122.0115522,37.36310238
4292,400531,-122.0411822,37.951424
2006,200683,-121.8016962,37.23189788
3712,400030,-122.3652527,37.93410191
2658,300187,-121.9228357,37.50409184
2968,300464,-121.7814702,37.68415797
4363,400594,-122.3297519,37.96625043
2779,300295,-121.9579338,37.5122121
2514,300064,-122.115967,37.70119614
4086,400350,-122.3327579,37.97498305
2525,300073,-122.1645728,37.74040423
142,133,-122.4493444,37.72636291
891,100142,-122.1556614,37.46077869
1777,200474,-122.0188402,37.37134935
829,100088,-122.3010203,37.51992959
4229,400482,-122.3385756,37.92807435
1561,200281,-121.8167478,37.36064081
1624,200332,-121.8863902,37.24408106
4944,700099,-122.7128415,38.4347781
1465,200207,-121.9071312,37.44944243
2733,300249,-122.173173,37.77269871
2767,300281,-122.1361431,37.69583378
783,100038,-122.3447797,37.57074055
1971,200647,-122.045563,37.35425605
1656,200359,-121.966084,37.26184965
4899,700057,-122.6916655,38.44338891
4343,400576,-122.2901554,37.91624829
4588,500178,-122.2492441,38.10666014
4626,500210,-122.0044796,38.24542231
4941,700095,-122.6170869,38.23669787
1909,200596,-121.7972425,37.30898686
5231,700360,-122.7992134,38.54492774
4940,700094,-122.6154581,38.24084572
784,100039,-122.3505523,37.56532481
1210,100448,-122.2364243,37.47064062
3794,400100,-122.300788,37.90746589
4188,400446,-121.9004562,37.99931722
295,272,-122.4595321,37.75443726
1427,200168,-121.8454016,37.36326964
1907,200593,-121.7852997,37.32831682
4661,500248,-122.0275807,38.26182378
1248,200019,-122.0043114,37.31355006
5039,700191,-122.711655,38.44703595
836,100095,-122.3136344,37.56579219
1915,200602,-121.9452456,37.33607403
2152,200829,-122.0382501,37.30329684
3415,300891,-122.1036197,37.69932299
1863,200551,-121.983995,37.3127295
3362,300836,-122.1764107,37.77751144
876,100130,-122.3569389,37.58319549
2301,200978,-121.8119708,37.30298911
4238,400489,-121.9651356,38.03630967
4111,400372,-121.9319179,37.7274314
1962,200638,-121.9447487,37.30707754
5174,700302,-122.7509594,38.47704996
2122,200802,-121.8597271,37.39881527
3077,300571,-122.0827487,37.6535389
1930,200613,-122.0747342,37.39541236
2774,300289,-122.2816672,37.8184286
3085,300577,-122.1364917,37.66556609
5021,700178,-122.825645,38.39752565
3068,300564,-122.2593291,37.75973741
4225,400478,-122.054072,37.9028031
1619,200327,-121.9872034,37.35819125
3757,400069,-122.3149385,37.91484697
1899,200583,-121.7846377,37.22539318
4744,600032,-122.297297,38.28481539
1747,200445,-121.8279901,37.34672981
1163,100396,-122.2224679,37.45508332
413,366,-122.4303478,37.80542092
1849,200537,-121.9069281,37.23058846
2078,200759,-121.9415375,37.27034459
3480,300950,-122.1360532,37.71714231
4988,700145,-122.6335026,38.2466678
1776,200473,-122.0111719,37.39141449
3291,300768,-122.2340301,37.80659653
2264,200940,-121.9266978,37.29657196
3220,300704,-122.213929,37.80671644
5394,800115,-122.525929,37.92745456
1886,200572,-122.0069613,37.35817515
985,100233,-122.4338291,37.65049318
2384,201046,-121.9857733,37.34170768
3388,300861,-122.0960307,37.68397023
2559,300105,-122.2284536,37.81826843
2070,200751,-121.8614009,37.40526352
3554,301025,-121.9780077,37.53033415
4845,700010,-122.6420789,38.23783419
3188,300675,-122.059889,37.60123352
4174,400432,-122.361969,37.94502349
5151,700284,-122.7097047,38.33887829
1977,200653,-121.8611287,37.39073289
1242,200014,-121.9983958,37.35621333
1466,200208,-121.875582,37.42655082
910,100163,-122.3447954,37.57530218
3549,301020,-122.0496755,37.56964261
1419,200161,-121.8920439,37.31847658
3053,300551,-121.9581529,37.53860548
2607,300145,-122.160766,37.69955783
3743,400057,-121.9550257,37.75384167
3463,300935,-122.1550528,37.6832937
728,643,-122.4532585,37.73982021
3146,300638,-121.8903164,37.67482809
2670,300199,-122.1454575,37.68187841
5273,800014,-122.4661633,37.87755953
1805,200496,-121.8152302,37.34422654
2611,300149,-122.2878433,37.81289781
3052,300550,-121.962444,37.52996947
1254,200024,-122.0880166,37.39269859
2291,200968,-121.8457877,37.38601755
4651,500237,-122.0448731,38.2446064
2271,200945,-121.9587405,37.33256471
653,574,-122.3947437,37.75652357
4332,400565,-122.0223999,37.97559835
2080,200760,-121.8999991,37.31282151
5201,700326,-122.6832521,38.33147415
3501,300972,-122.1454984,37.7584213
5402,800123,-122.5338424,37.94598916
5188,700315,-122.6924758,38.33706223
1393,200144,-121.9088471,37.4192626
1894,200579,-121.8253278,37.24369662
5148,700281,-122.6339059,38.25682141
1669,200367,-121.8540311,37.34612641
4036,400304,-121.8108799,38.00045204
4329,400562,-122.0258348,37.99759671
2097,200777,-122.0234184,37.34862694
3226,300709,-122.152588,37.75826623
3856,400155,-122.0693585,37.97351683
4952,700108,-122.6124621,38.24424982
1571,200288,-121.8697003,37.21794779
2019,200697,-121.8080984,37.29908969
4455,500043,-122.0172149,38.26198855
3095,300588,-122.0592644,37.58081521
4516,500107,-122.1934759,38.11217802
2964,300460,-122.0297607,37.59493311
1709,200407,-121.8847749,37.29340259
1036,100278,-122.1766477,37.47721758
1765,200463,-122.0942905,37.39010369
4093,400357,-121.832644,38.00092025
981,100228,-122.4918356,37.69442181
5233,700363,-122.7527145,38.47043786
1179,100420,-122.4961606,37.58918291
4627,500211,-122.0169168,38.24677166
1757,200455,-121.8885409,37.31170125
3140,300632,-122.284873,37.88608502
3090,300582,-121.7283821,37.72451509
103,98,-122.4022092,37.7369465
1217,100455,-122.4318769,37.64228065
4044,400309,-122.0734877,37.954391
3047,300545,-122.0639873,37.64489906
4438,500024,-121.9805476,38.39022086
2862,300374,-122.2339877,37.7792504
1727,200427,-122.0493835,37.38214412
1503,200238,-121.9936494,37.36177138
4539,500129,-122.25673,38.1001266
4488,500077,-121.9681857,38.33114662
1100,100339,-122.2401963,37.53721262
2581,300122,-122.2450456,37.8543597
4939,700093,-122.695921,38.33517601
3026,300521,-122.2739336,37.76694514
2957,300453,-122.1135102,37.66280655
5269,800010,-122.517901,37.89812665
1095,100335,-122.4052004,37.59134974
752,100011,-122.2488908,37.49367103
5050,700200,-122.7041429,38.33230991
5240,700371,-122.6315339,38.22450695
1883,200570,-121.7965656,37.31780889
1317,200078,-121.7872257,37.24947303
4741,600028,-122.2880663,38.29241284
2990,300483,-122.2879865,37.77029488
1141,100379,-122.3983882,37.59912057
4989,700146,-122.7004902,38.33515254
2554,300101,-122.2914537,37.84193786
2189,200860,-121.931816,37.33248675
2360,201028,-121.8319137,37.28053174
4589,500179,-121.9592394,38.33880748
4502,500090,-122.2566279,38.14977701
3247,300729,-122.0392743,37.53280165
4104,400368,-122.0734634,37.94066551
2248,200920,-121.8824531,37.33681669
1158,100392,-122.1897952,37.45995239
1456,200199,-122.1246718,37.4049049
971,100219,-122.2848846,37.53870307
1772,200469,-122.0294877,37.36220672
5381,800101,-122.5289247,37.93591905
135,127,-122.4553843,37.72730037
2921,300427,-122.0320409,37.58270576
1397,200147,-121.8677853,37.42827305
2049,200730,-122.0190338,37.34084818
4231,400484,-122.3310191,37.9220531
1421,200163,-121.7819954,37.31718352
5169,700299,-123.0221661,38.80788567
1252,200022,-122.0927253,37.41286006
3311,300787,-121.7867445,37.69120212
5477,800190,-122.5490421,38.02992021
2425,201082,-121.8427003,37.28109735
4251,400499,-122.0249147,37.95649708
2312,200987,-121.828065,37.26852443
3093,300586,-122.0737463,37.58928008
2218,200890,-121.8510905,37.24772366
869,100122,-122.3080369,37.52499285
2572,300115,-122.2594663,37.83992661
3358,300832,-122.1271988,37.67324456
3282,300760,-122.1636489,37.76967376
4097,400361,-122.0327283,37.97751421
2403,201060,-122.1278385,37.43659643
4694,500280,-122.2432963,38.08186573
5205,700333,-122.714487,38.46165521
2806,300322,-122.0255638,37.58491729
1345,200105,-121.9115214,37.42477535
204,190,-122.4138276,37.72520034
1943,200623,-122.0110626,37.35565885
2813,300329,-122.1116401,37.68305186
928,100178,-122.2652102,37.54538358
1168,100402,-122.2220871,37.48012994
1389,200140,-121.7965361,37.34698013
3332,300806,-121.7590892,37.68236643
3055,300553,-122.0556356,37.57712984
1835,200527,-122.04009,37.37977082
2378,201042,-121.9651844,37.34406698
3883,400179,-122.3667544,37.93947851
3337,300811,-122.1239191,37.67871083
3099,300592,-122.0022174,37.55262462
3002,300496,-122.1059179,37.6364154
3020,300515,-122.0200645,37.5788331
2454,300011,-122.1889186,37.79296134
660,583,-122.3900057,37.74823632
1808,200498,-121.8608636,37.35375577
837,100096,-122.3062356,37.52948104
3303,300780,-122.0692577,37.70673535
3018,300512,-122.0572475,37.63114483
2125,200805,-121.9071825,37.46113421
4487,500076,-121.9643414,38.32382743
2381,201044,-121.9564734,37.34732694
4512,500103,-122.1632018,38.05457576
228,213,-122.5074476,37.74349018
4081,400345,-122.0713888,37.95077154
2489,300041,-122.3048999,37.89490764
701,621,-122.3828472,37.74151712
4208,400465,-121.9962052,37.95517676
5377,800097,-122.5235398,37.93909696
2050,200731,-122.0572479,37.37047211
5213,700342,-122.7289566,38.43315805
2538,300084,-121.7898016,37.67021809
2216,200888,-121.8208925,37.25516681
4125,400386,-121.8825018,38.025722
2690,300211,-122.0664407,37.68629712
2185,200856,-121.9367368,37.32980182
3512,300983,-122.0784472,37.675745
4165,400424,-121.9622259,37.95562864
1065,100306,-122.2108237,37.43226462
2731,300247,-121.7283571,37.71956794
4085,400349,-122.3300607,37.97028538
2807,300323,-122.1339595,37.69052312
3521,300992,-122.078424,37.58350401
3490,300960,-122.2280407,37.83991817
4424,500009,-122.0440806,38.27638088
859,100114,-122.1814327,37.44335524
855,100111,-122.4376001,37.66762856
4769,600054,-122.290698,38.31122623
659,582,-122.38219,37.75056333
1126,100363,-122.206224,37.46894539
2793,300309,-122.0706938,37.6807229
1055,100296,-122.4087057,37.61414539
3481,300951,-122.1334944,37.69840542
1275,200042,-122.0273049,37.31343146
2200,200871,-121.8712597,37.3546021
1221,100462,-122.4185054,37.6173701
4554,500146,-122.2374237,38.10796965
1741,200439,-122.0454826,37.32600151
4770,600055,-122.2918299,38.30548438
4540,500130,-122.2606195,38.1028849
2342,201012,-122.0535838,37.36253388
2797,300313,-121.9700975,37.54417632
4537,500127,-122.2236269,38.10785216
2065,200747,-121.8368152,37.31946276
4980,700137,-122.7306046,38.46246715
1224,100464,-122.4186796,37.63738173
2217,200889,-121.8534803,37.2424171
3369,300843,-121.9724353,37.53361224
3032,300530,-122.2500571,37.88579648
2991,300484,-122.2412851,37.8451798
4318,400554,-122.0515153,37.93198785
4949,700105,-122.6093585,38.24799639
2201,200872,-121.8653923,37.42344206
3405,300881,-122.0790759,37.65835865
1264,200031,-121.8567208,37.41082167
3109,300600,-121.955803,37.52823717
2290,200967,-121.8175288,37.37193623
4219,400473,-121.986131,37.94925836
2760,300274,-122.0782451,37.71584425
1903,200587,-121.9735617,37.29738622
1760,200458,-122.0823154,37.38165205
4230,400483,-122.3267409,37.92734028
4806,600084,-122.3141627,38.3339088
4087,400351,-122.3516367,37.96205378
3404,300880,-122.0672386,37.58596241
4748,600036,-122.2898378,38.2979329
3418,300894,-122.0533375,37.58389916
2300,200977,-122.1442116,37.42715398
1999,200676,-122.0374423,37.34009567
2132,200811,-121.8704159,37.33243988
830,100089,-122.299658,37.51408129
1241,200013,-122.0031644,37.31960278
2341,201011,-122.1160685,37.43686559
742,100001,-122.181898,37.45684607
4542,500132,-122.2349999,38.11821854
4182,400440,-122.3565427,37.92830896
1775,200472,-122.0269803,37.38613317
2873,300384,-121.9655593,37.54070022
2901,300409,-122.0546615,37.56394255
4690,500277,-122.2174488,38.06798088
3526,300998,-122.1215036,37.70412526
3489,300959,-122.2283838,37.8378421
839,100098,-122.2998191,37.52710324
5241,700372,-122.7685872,38.43428612
1040,100282,-122.1761924,37.44776625
2545,300092,-122.2979452,37.80432847
894,100144,-122.1345415,37.46616256
1046,100286,-122.4707216,37.58803299
3492,300962,-121.9692451,37.51484744
3433,300908,-122.0657812,37.68057666
1448,200191,-121.8828774,37.31454357
1940,200620,-122.0462719,37.36198186
4921,700077,-122.7084501,38.33119728
4433,500019,-121.9556008,38.34141871
4224,400477,-122.0811522,37.9191233
4082,400346,-122.0643292,37.95124877
3780,400087,-122.0463874,37.94756644
4927,700083,-122.6770651,38.47713131
5074,700218,-122.699629,38.32602108
2226,200897,-121.9774115,37.33348707
1634,200341,-121.8357829,37.35827971
4750,600038,-122.3111454,38.32996544
967,100215,-122.2529548,37.55847787
4639,500223,-122.0607033,38.25561495
5447,800161,-122.5305494,37.96359461
4653,500239,-122.0366784,38.25374851
3514,300985,-122.0206335,37.57078455
3158,300650,-122.2674436,37.89829018
2101,200781,-121.83704,37.26865524
1435,200178,-121.848926,37.37345282
3178,300666,-122.0878502,37.66688829
927,100177,-122.2579125,37.55062841
1612,200320,-122.0565448,37.37962145
3364,300838,-122.1405371,37.72031061
366,326,-122.4541542,37.73570856
1939,200619,-121.5756518,37.00268609
3067,300563,-122.2473717,37.77393679
2296,200973,-122.1178199,37.39994531
1311,200071,-121.9443126,37.25202041
799,100051,-122.4588622,37.66051265
1303,200065,-121.7957342,37.25390406
1875,200563,-122.0849728,37.4006347
4275,400520,-122.1263018,38.00916757
793,100047,-122.3983358,37.58081195
2647,300179,-122.0282357,37.53280866
1672,200371,-122.0899441,37.34750352
1739,200437,-122.0359312,37.30679822
1795,200488,-121.8887252,37.28262675
2283,200957,-122.1449037,37.437211
3494,300963,-122.1761063,37.72882564
4222,400475,-122.0216625,37.9697415
2759,300273,-122.0780594,37.64404923
3982,400268,-121.8110076,38.00599293
3509,300980,-122.1542696,37.73039495
2752,300267,-122.0578374,37.68102151
3569,301039,-122.2001889,37.76120811
818,100075,-122.3923035,37.58489245
4924,700080,-122.7008897,38.36337387
4798,600078,-122.3302086,38.32675262
1751,200449,-121.8130453,37.34118405
1578,200295,-122.0455104,37.33099836
3185,300673,-122.0108154,37.54009005
3455,300929,-122.0981523,37.64704815
